ID;Fichier;Lignes;Niveau;Constat;Preuve;Action_proposee;Priorite
CODE-267;scripts/check-ou.js;59;BON;La recherche de fonctions est mémoïsée et porte sur les fichiers que l'entrée d'index désigne elle-même, après qu'une version limitée à app.js accusait l'index à tort.;extrait verifie ligne 59 : function declareesDans(chemin) {;Conserver.;P3
CODE-268;scripts/ou.js;420;BON;L'entonnoir ne répond jamais « rien » : une intention absente est traitée comme un trou d'index à combler, avec code de sortie 1.;extrait verifie ligne 420 : if (!r.length) {;Conserver.;P3
CODE-269;scripts/regles-enfouies.js;30;BON;L'outil déclare explicitement ce qu'il RATE (règles sans mot-clé) et impose une relecture manuelle en complément — un filet qui ne se prétend pas garantie.;extrait verifie ligne 30 : var MARQUEURS = [;Conserver.;P3
CODE-270;tests/_socle.mjs;39;BON;Le socle concentre les seuls chemins absolus tolérés et calcule RACINE, ce qui tient la promesse annoncée en tête de fichier.;extrait verifie ligne 39 : '/opt/node22/lib/node_modules/playwright/index.js', // ce conteneur-ci;Garder ce fichier comme unique dispense et refuser tout chemin absolu ailleurs.;P3
CODE-271;tests/_socle.mjs;68;BON;Le binaire Chromium est codé en dur mais protégé par existsSync, donc dégradable sans casse.;extrait verifie ligne 68 : const prepose = '/opt/pw-browsers/chromium',;Lire d'abord une variable d'environnement PW_CHROMIUM avant de retomber sur ce chemin.;P3
CODE-272;tests/_socle.cjs;45;MOYEN;Le pendant CJS duplique MIME, COMPRESSIBLE, serveur et optionsNavigateur du jumeau .mjs, sans compteur ni prealable.;extrait verifie ligne 45 : var prepose = '/opt/pw-browsers/chromium',;Exposer compteur() et couperLeTiers() aussi en CJS pour que les deux dialectes offrent les mêmes garanties.;P3
CODE-273;tests/_porter.mjs;32;BON;La réécriture détecte le dialecte avant d'injecter des imports et signale tout chemin absolu non traité au lieu de le laisser passer.;extrait verifie ligne 32 : [/const OUT\s*=\s*'\/tmp\/claude-0\/[^']*'/g, "const OUT = await sortie(basename;Rien à changer.;P3
CODE-274;tests/_fauxcompte.cjs;32;BON;La clé de service est générée à l'exécution sur un projet demo-pt, aucun secret n'entre dans le dépôt.;extrait verifie ligne 32 : var paire = crypto.generateKeyPairSync('rsa', {;Rien à changer.;P3
CODE-275;tests/lancer.mjs;177;BON;Le lanceur distingue vert, rouge, ignoré (code 2) et vert muet, et nomme la source de chaque comptage.;extrait verifie ligne 177 : const muets = res.filter((r) => r.code === 0 && r.ok + r.ko === 0),;Rien à changer.;P3
CODE-276;tests/lancer.mjs;43;MOYEN;readdir n'est pas récursif et le préfixe _ est exclu, donc tests/_perimes/ n'est jamais lancé ni signalé comme non couvert.;extrait verifie ligne 43 : .filter((f) => (f.endsWith('.mjs') || f.endsWith('.js')) && !f.startsWith('_') &;Lister explicitement les dossiers exclus dans la sortie du lanceur pour que l'angle mort soit visible.;P2
CODE-277;tests/plan11.mjs;31;BAS;Le filtre porte sur brand alors que le catalogue range la quincaillerie par category , mesuré : 0 fiche brand=Quincaillerie contre 261 en category.;extrait verifie ligne 31 : const quinc = prods.filter(p => p.brand === 'Quincaillerie').slice(0, 2),;Filtrer sur p.category === 'Quincaillerie' comme le fait plan10.mjs.;P1
CODE-278;tests/plan11.mjs;32;BAS;Sans garde sur quinc.length, ce déréférencement lève un TypeError au chargement et le harnais meurt avant la première assertion.;extrait verifie ligne 32 : const K1 = quinc[0].id || quinc[0].sku, K2 = quinc[1].id || quinc[1].sku,;Reprendre le garde-fou de plan10.mjs qui sort en code 2 quand le rayon est vide.;P1
CODE-279;tests/plan9.mjs;31;BAS;Même filtre sur brand que plan11.mjs et même absence de garde ligne 32, alors que ce harnais est censé protéger la chaîne de livraison.;extrait verifie ligne 31 : const quinc = prods.filter(p => p.brand === 'Quincaillerie').slice(0, 2),;Filtrer sur category et sortir en code 2 si moins de deux fiches.;P1
CODE-280;tests/plan9.mjs;135;BON;Les assertions de mise en page mesurent des géométries réelles avec une tolérance explicite plutôt que des classes CSS.;extrait verifie ligne 135 : Math.abs((D.wSig + D.wCo) - D.wDuo) <= 14, (D.wSig + D.wCo) + 'px sur ' + D.wDuo;Rien à changer une fois le prérequis catalogue réparé.;P3
CODE-281;tests/plan8.mjs;34;BAS;Le prérequis absent sort en code 1, donc le lanceur le compte ROUGE alors que la règle du projet (course-pay.mjs, plan10.mjs) impose le code 2 IGNORÉ , avec le filtre brand ce cas est systématique.;extrait verifie ligne 34 : if (quinc.length < 2) { console.log('❌ pas assez de quincaillerie au catalogue');Filtrer sur category et remplacer process.exit(1) par process.exit(2) avec le message ⏭ IGNORÉ.;P1
CODE-282;tests/plan10.mjs;33;BON;Seul harnais du lot à filtrer sur category ET à sortir en code 2 quand le rayon est vide : c'est la référence à copier.;extrait verifie ligne 33 : if (quinc.length < 2) {;Rien à changer.;P3
CODE-283;tests/plan10.mjs;294;BON;L'assertion porte sur l'effet observable (contenu du panier) et non sur un libellé d'interface.;extrait verifie ligne 294 : T('L\'article est MIS AU PANIER par la demande', P6.length === 1 && P6[0].key ==;Rien à changer.;P3
CODE-284;tests/plan13.mjs;271;BAS;charges ne contient que des URL de mfa.js, jamais la query ?d=1 de la page : le premier terme du OU est toujours vrai, l'assertion ne peut pas échouer.;extrait verifie ligne 271 : charges.filter(u => /d=1/.test(u)).length === 0 || charges.length === chargesAva;Supprimer le premier terme et n'asserter que charges.length === chargesAvantDefi.;P1
CODE-285;tests/plan13.mjs;236;BON;L'ordre des appels Firebase est vérifié par index dans le journal, ce qui attrape une inversion silencieuse.;extrait verifie ligne 236 : T('La ré-authentification a bien précédé (exigence Firebase)',;Rien à changer.;P3
CODE-286;tests/audit-buttons.js;259;BAS;Le ||true final rend l'expression toujours vraie : l'assertion « onglet inscription » est comptée verte quel que soit l'état du panneau.;extrait verifie ligne 259 : ok(await page.evaluate(()=>{const p=document.querySelector('#authRegister'),retu;Retirer le ||true et laisser l'assertion échouer si #authRegister reste masqué.;P1
CODE-287;tests/audit-buttons.js;103;BON;Le compteur de réussites a été ajouté après le constat qu'un harnais ne comptant que ses échecs rendait 0/0 en vert.;extrait verifie ligne 103 : const ok=(c,m)=>{ if(!c) B.push(m), else Bok++, },;Rien à changer.;P3
CODE-288;tests/course-pay.mjs;172;MOYEN;Le fichier explique en tête qu'un harnais ne doit jamais nommer une donnée du catalogue, puis grave une référence produit vingt lignes plus bas.;extrait verifie ligne 172 : await page.goto(base+'/index.html#/produit/makita-dtw700z-boulonneuse-a-chocs-1-;Choisir la fiche machine à l'exécution par critère, comme la fiche quincaillerie ligne 37.;P2
CODE-289;tests/course-pay.mjs;170;MOYEN;Ce page.evaluate lit window.PT_PRODUCTS et retourne null sans que le résultat soit utilisé : code mort dans le harnais.;extrait verifie ligne 170 : return null,;Supprimer le bloc evaluate des lignes 168 à 171.;P3
CODE-290;tests/couriers.mjs;520;BAS;quincaillerie-0001 n'existe plus au catalogue (vérifié) , toute la section H s'exécute sur une fiche introuvable et ses assertions ne prouvent rien.;extrait verifie ligne 520 : await boot('#/produit/quincaillerie-0001'),;Choisir la fiche à l'exécution par category et sortir en code 2 si le rayon est vide.;P1
CODE-291;tests/couriers.mjs;52;MOYEN;Cette regex de coupe-circuit tiers est recopiée dans une dizaine de harnais alors que _socle.mjs expose déjà couperLeTiers().;extrait verifie ligne 52 : await ctx.route('**/*', r => /stripe|googleapis|gstatic|jsdelivr|coingecko|fireb;Remplacer par un appel à couperLeTiers(ctx) importé du socle.;P3
CODE-292;tests/test-pager.mjs;48;BAS;window.__x n'existe nulle part, Math.ceil ignore son second argument, et totalPages comme le Set seen des lignes suivantes ne sont jamais lus.;extrait verifie ligne 48 : const totalPages=await pg.evaluate(()=>Math.ceil(document.querySelectorAll('.pro;Supprimer les lignes 48 à 50, restes d'une mesure abandonnée.;P2
CODE-293;tests/test-pager.mjs;53;BAS;Le seuil 5 est calé sur un catalogue de 185 produits qui en compte 1708 aujourd'hui : chiffre figé sur un état périmé du catalogue.;extrait verifie ligne 53 : ok(parseInt(lastBtnCount,10)>=5,'catalogue complet = plusieurs pages (>=5 pour 1;Dériver le nombre de pages attendu de PAGE_SIZE relu dans app.js, comme le fait test-grid.mjs.;P2
CODE-294;tests/_perimes/shot-fix.js;1;BAS;Le chemin relatif résout vers tests/_perimes/_socle.cjs, qui n'existe pas : le fichier lève MODULE_NOT_FOUND dès la première ligne.;extrait verifie ligne 1 : const { playwright, optionsNavigateur, RACINE, sortie } = require('./_socle.cjs';Corriger en require('../_socle.cjs') ou supprimer le dossier _perimes puisque le tri est déclaré terminé.;P2
CODE-295;tests/_perimes/verify-lot2.js;1;BAS;Même require cassé, et les assertions figent « catalogue : 35 produits » sur l'état du 18/07 — motif exact de la mise au rebut.;extrait verifie ligne 1 : const { playwright, optionsNavigateur, RACINE, sortie } = require('./_socle.cjs';Supprimer le fichier, son motif étant déjà consigné dans docs/TRI-SCRATCHPAD.md.;P3
CODE-296;tests/_perimes/verify-lot3.js;1;BAS;Même require cassé , le fichier nomme cinq produits retirés du catalogue et ne peut plus être vert.;extrait verifie ligne 1 : const { playwright, optionsNavigateur, RACINE, sortie } = require('./_socle.cjs';Supprimer le fichier.;P3
CODE-297;tests/_perimes/verify-oldspecs.js;1;BAS;Même require cassé , couverture reprise et assainie par tests/pdp-specs.mjs, qui ne nomme aucun produit.;extrait verifie ligne 1 : const { playwright, optionsNavigateur, RACINE, sortie } = require('./_socle.cjs';Supprimer le fichier.;P3
CODE-298;tests/_perimes/verify-products.js;1;BAS;Même require cassé , assertion « catalogue : 31 produits affichés » périmée depuis longtemps.;extrait verifie ligne 1 : const { playwright, optionsNavigateur, RACINE, sortie } = require('./_socle.cjs';Supprimer le fichier.;P3
CODE-299;tests/final-smoke.mjs;9;BAS;Port fixe 8802 : deux harnais lancés en parallèle, ou un port occupé, font échouer le listen avant toute assertion.;extrait verifie ligne 9 : await new Promise(r=>srv.listen(8802,r)),;Utiliser serveur() du socle, qui écoute sur le port 0.;P2
CODE-300;tests/final-smoke.mjs;16;BAS;Compte figé à 17 cartes alors que verify-home-strip.mjs a justement renoncé aux comptes figés au profit d'un invariant.;extrait verifie ligne 16 : ok(await pg.evaluate(()=>document.querySelectorAll('#homeProductsTrack .product-;Asserter un nombre non nul borné, comme le fait verify-home-strip.mjs ligne 35.;P2
CODE-301;tests/verify-abo.mjs;9;MOYEN;Port fixe 8813, incompatible avec une exécution parallèle du lot complet.;extrait verifie ligne 9 : await new Promise(r=>srv.listen(8813,r)),;Passer par serveur() du socle.;P2
CODE-302;tests/verify-abo.mjs;30;BON;L'ancrage sur des montants a été remplacé par l'invariant commercial « l'économie croît avec le palier », qui ne se périme pas.;extrait verifie ligne 30 : ok(eco.every((v,i) => i === 0 || v > eco[i-1]),;Rien à changer.;P3
CODE-303;tests/verify-abo2.mjs;9;MOYEN;Port fixe 8814, même défaut de portabilité que les autres harnais de la série abo.;extrait verifie ligne 9 : await new Promise(r=>srv.listen(8814,r)),;Passer par serveur() du socle.;P2
CODE-304;tests/verify-abo3.mjs;21;MOYEN;Les taux de remise sont gravés dans quatre assertions alors qu'ils relèvent d'une décision commerciale susceptible de changer.;extrait verifie ligne 21 : ok(/Remise permanente de 5%/.test(black) && !/10%/.test(black), 'Black : remise ;Lire les taux dans la source unique ABO_DATA et vérifier la cohérence, pas la valeur.;P2
CODE-305;tests/verify-coffret-scope.mjs;13;MOYEN;Quatre SKU sont nommés en dur , si l'un disparaît slug() rend null et le harnais navigue vers /produit/null sans que le préalable soit signalé.;extrait verifie ligne 13 : const slug=s=>{const x=P.find(y=>y.sku===s),return x?(x.slug||x.id):null,},;Ajouter un prealable() qui échoue explicitement quand un SKU cible est absent du catalogue.;P2
CODE-306;tests/verify-coffret-cart.mjs;85;BON;Le préalable transforme en échec net le cas où la commande ne part pas, qui rendait auparavant un simple message informatif.;extrait verifie ligne 85 : ok(!!piBody, 'PRÉALABLE : la commande est bien partie au serveur — sans elle, ri;Rien à changer.;P3
CODE-307;tests/verify-drt50.mjs;14;BAS;Aucune garde : si DRT50Z ou DRT50ZJX3 quitte le catalogue, find rend undefined et le harnais lève un TypeError avant la première assertion.;extrait verifie ligne 14 : const slug=s=>P.find(y=>y.sku===s).slug,;Vérifier la présence des SKU par un prealable() avant d'appeler slug().;P1
CODE-308;tests/verify-home-strip.mjs;35;BON;L'ancrage sur « 186 produits » a été remplacé par un invariant non nul, avec le motif écrit juste au-dessus.;extrait verifie ligne 35 : ok(n > 0, 'elle annonce un nombre de produits non nul — n=' + n),;Rien à changer.;P3
CODE-309;tests/verify-notables12.mjs;9;MOYEN;Port fixe 8804 , le reste du fichier mesure pourtant de vrais comportements (modale rouverte sous 250 ms).;extrait verifie ligne 9 : await new Promise(r=>srv.listen(8804,r)),;Passer par serveur() du socle.;P2
CODE-310;tests/carte2.mjs;1;BAS;carte2.mjs, carte2b.mjs et carte3.mjs sont quasi identiques : seuls la largeur de l'hôte, un fond et le nom de la capture diffèrent sur 114 lignes.;extrait verifie ligne 1 : // VÉRIFICATION de la carte des tarifs, mesurée sur le rendu réel.;Fusionner en un seul harnais paramétré par largeur et nom de capture.;P1
CODE-311;tests/carte2b.mjs;109;BAS;Copie de carte2.mjs, y compris le bloc page.evaluate de 70 lignes qui reconstruit le SVG à la main.;extrait verifie ligne 109 : }),;Supprimer au profit du harnais fusionné.;P1
CODE-312;tests/carte3.mjs;1;BAS;Troisième copie , toute correction de la mesure doit être appliquée trois fois, donc elle ne le sera pas.;extrait verifie ligne 1 : // VÉRIFICATION de la carte des tarifs, mesurée sur le rendu réel.;Supprimer au profit du harnais fusionné.;P1
CODE-313;tests/a11y.mjs;126;MOYEN;Le troisième terme est vrai dès que la couleur de bordure diffère de celle du parent, ce qui rend l'assertion « focus visible » quasi impossible à faire échouer.;extrait verifie ligne 126 : || cs.boxShadow !== 'none' || cs.borderColor !== getComputedStyle(el.parentEleme;N'accepter que outline ou box-shadow, et prouver la faillibilité par un sabotage comme le fait p9-preuve.mjs.;P2
CODE-314;tests/verify-c4.js;13;MOYEN;Les arguments slug et title sont déstructurés puis jamais utilisés dans le corps du script injecté.;extrait verifie ligne 13 : await page.addInitScript(({slug,title})=>{;Supprimer le paramètre et l'argument, ou remettre l'initialisation de panier qu'ils servaient.;P3
CODE-315;tests/verify-h5.js;45;BON;Le harnais ouvre l'onglet Paramètres avant de remplir le champ, correction documentée d'un TimeoutError qui tuait toutes les assertions.;extrait verifie ligne 45 : ok(!calls.some(c=>c[0]==='updateDoc'&&('email' in c[1])), 'email NON écrit en Fi;Rien à changer.;P3
CODE-316;tests/verify-c6.js;43;BON;Le piège clavier est éprouvé par 25 tabulations réelles et une restauration du déclencheur, pas par la présence d'un attribut.;extrait verifie ligne 43 : ok(inside,'25 × Tab : le focus reste confiné dans la modale de paiement'),;Rien à changer.;P3
CODE-317;tests/verify-csp.js;70;BON;Le script inline du watchdog est prouvé exécutable en rejouant la panne, avec un préalable qui garantit que la coupure a bien eu lieu.;extrait verifie ligne 70 : ok(!booted2,'préalable : app.js coupé, l\'application n\'a effectivement PAS dém;Rien à changer.;P3
CODE-318;tests/verify-m4.js;68;BON;Le droit à l'oubli est vérifié sur l'ORDRE des appels réseau, ce qui attrape une purge lancée après la suppression du compte Auth.;extrait verifie ligne 68 : ok(iDelUser===seq.length-1||seq.slice(iDelUser+1).indexOf('account-erase')===-1,;Rien à changer.;P3
CODE-319;tests/verify-resilience.js;52;BON;Le serveur est réellement éteint et les sockets détruites, la seule coupure que subisse vraiment un Service Worker.;extrait verifie ligne 52 : ok(rescue.status===200&&rescue.len>100000,'réseau coupé + version inconnue → le ;Rien à changer.;P3
CODE-320;tests/verify-consent.js;35;BON;L'ancrage sur la formulation exacte a été remplacé par ce que le bandeau doit garantir, avec le motif écrit au-dessus.;extrait verifie ligne 35 : check('les cookies techniques sont annoncés comme TOUJOURS actifs (donc sans cas;Rien à changer.;P3
CODE-321;tests/verify-crypto-off.js;55;BON;La désactivation du canal crypto est mesurée sur la visibilité calculée et l'état actif, pas sur un drapeau de configuration.;extrait verifie ligne 55 : check('carte reste le panneau actif, crypto jamais actif', !forced.cryptoActive ;Rien à changer.;P3
CODE-322;tests/verify-dashboard.js;76;BON;L'ancrage sur le code pays brut a été remplacé par « des libellés sont remplis », qui survit au passage FR → France.;extrait verifie ligne 76 : check('provenance des visiteurs rendue (libellés de pays remplis)',;Rien à changer.;P3
CODE-323;tests/verify-globe.js;114;BON;Deux scénarios couvrent three.js présent (mock instrumenté) et absent (CDN coupé), y compris la libération des ressources.;extrait verifie ligne 114 : check('B: dégradation OK — liste par pays présente sans three', B.listPresent),;Rien à changer.;P3
CODE-324;tests/verify-beacon.js;99;BON;Le produit et la puce de catégorie sont choisis à l'exécution, et une session vérifie qu'aucun beacon ne part sous automatisation.;extrait verifie ligne 99 : check('AUCUNE PII dans les payloads (@, prix, nom produit)', !/@|"price"|"name"|;Rien à changer.;P3
CODE-325;tests/verify-cron.js;2;BON;Les deux courriels sont désignés par leur OBJET et non par l'ordre d'envoi, correction d'un défaut où la variable mail était écrasée.;extrait verifie ligne 2 : const { RACINE } = require('./_socle.cjs'),;Rien à changer.;P3
CODE-326;tests/pipeline-emulator.js;2;BON;Le prérequis émulateur absent sort en code 2 avec la commande exacte à lancer, jamais en faux vert.;extrait verifie ligne 2 : const { RACINE, sortie } = require('./_socle.cjs'),;Rien à changer.;P3
CODE-327;tests/accord.js;2;BON;Le cas « déjà validé » est rejoué sur une course NEUVE pour éviter un vert obtenu pour la mauvaise raison, avec le motif écrit.;extrait verifie ligne 2 : const { RACINE } = require('./_socle.cjs'),;Rien à changer.;P3
CODE-328;tests/valider.js;2;BON;Le harnais force l'échec de l'écriture couriers et vérifie que l'administration ne répond plus 200 : la porte est prouvée mordante.;extrait verifie ligne 2 : const { RACINE } = require('./_socle.cjs'),;Rien à changer.;P3
CODE-329;tests/dossier.js;2;BON;Les contrôles serveur sont refaits indépendamment du formulaire et le compte dispensé est distingué d'un compte tiers.;extrait verifie ligne 2 : const { RACINE } = require('./_socle.cjs'),;Rien à changer.;P3
CODE-330;tests/plan9-serveur.mjs;24;BON;Les tentatives d'injection de champs dans l'accord sont testées une par une contre la vraie fonction serveur, sans navigateur.;extrait verifie ligne 24 : T('AUCUN prix n\'est enregistré à la commande', dem.prix === undefined, JSON.str;Rien à changer.;P3
CODE-331;tests/plan11-serveur.mjs;26;BON;Le canal SMS inerte est prouvé par le comptage des appels fetch, pas par l'absence d'erreur.;extrait verifie ligne 26 : T('Sans clé : AUCUN appel réseau (pas de coût, pas de fuite)', appels === 0, app;Rien à changer.;P3
CODE-332;tests/plan12-serveur.mjs;53;BON;Le prédicat n'accepte le 503 que s'il porte « Base non configurée », ce qui interdit le faux vert du 28/07 documenté en tête.;extrait verifie ligne 53 : const aFranchiLeControle = (r) =>;Rien à changer.;P3
CODE-333;tests/mfa-cle-largeur.mjs;92;BON;Le débordement est mesuré contre la largeur d'écran, et la seconde assertion est explicitement déclarée faible après sabotage.;extrait verifie ligne 92 : c.T('la clé tient dans sa boîte sur ' + e.nom + ' (' + e.w + ' px)',;Rien à changer.;P3
CODE-334;tests/sw-navigation.mjs;51;BON;Sans Service Worker actif le harnais échoue net au lieu de verdir à vide, et les deux pièges de mesure sont documentés.;extrait verifie ligne 51 : if (!c.prealable('le Service Worker s\'enregistre et devient actif',;Rien à changer.;P3
CODE-335;tests/boot-resilience.mjs;60;BON;Les clés empoisonnées sont lues sur ce que le site écrit réellement, donc toute clé future est couverte sans toucher au fichier.;extrait verifie ligne 60 : if (!c.prealable('le site démarre sur un appareil vierge (PT_BOOTED posé)',;Rien à changer.;P3
CODE-336;tests/pdp-specs.mjs;46;BON;Produit choisi à l'exécution, attente de stabilisation de l'opacité au lieu d'un délai fixe, seuils calibrés sur des mesures.;extrait verifie ligne 46 : if (!c.prealable('le catalogue contient au moins un produit AVEC des caractérist;Rien à changer.;P3
CODE-337;tests/pdp-galerie.mjs;47;BON;Deux préalables garantissent l'existence des deux sujets, et le fichier se termine par terminer() et non bilan().;extrait verifie ligne 47 : if (!c.prealable('le catalogue contient un produit à PLUSIEURS visuels',;Rien à changer.;P3
CODE-338;tests/admin-fiche.mjs;167;MOYEN;Le chemin de capture est construit à la main alors que sortie() du socle crée le dossier , si tests/_sortie manque, la capture échoue.;extrait verifie ligne 167 : await page.locator('#__admFiche').screenshot({ path: join(RACINE, 'tests', '_sor;Utiliser await sortie('captures') comme les autres harnais.;P3
CODE-339;tests/raz-deux-clics.mjs;140;BON;Les trois parcours incluent le cas qui aboutit, sans quoi un bouton débranché passerait les deux refus les doigts dans le nez.;extrait verifie ligne 140 : await s.fermer(),;Rien à changer.;P3
CODE-340;tests/chevauchement.mjs;167;BON;Le bas de page n'est mesuré qu'une fois le défilement stabilisé et le dock revenu, deux fausses mesures documentées et neutralisées.;extrait verifie ligne 167 : await s.fermer(),;Rien à changer.;P3
CODE-341;tests/p9-preuve.mjs;47;BON;Chaque détecteur est prouvé faillible en réintroduisant le défaut puis en le retirant : modèle à généraliser aux autres harnais.;extrait verifie ligne 47 : T('défaut réintroduit (bouton muet) → DÉTECTÉ', (await sansNom())===1),;Rien à changer.;P3
CODE-342;tests/livfix.mjs;100;BON;Le code réel est extrait d'app.js et exécuté tel quel, ce qui évite de tester une copie divergente.;extrait verifie ligne 100 : T(' la redirection utilise location.replace (elle REMPLACE, elle n\'empile pas)';Rien à changer.;P3
CODE-343;tests/livbtn.mjs;31;MOYEN;L'extraction dépend de l'ordre exact et de l'espacement de trois déclarations dans app.js , un simple reformatage la casse avec un throw, sans assertion rendue.;extrait verifie ligne 31 : const etat = src.match(/var _lvRoleVerdict[^\n]*\n\s*var _lvRoleInflight[^\n]*\n;Extraire chaque variable par sa propre regex et échouer via c.prealable() plutôt que par throw.;P2
CODE-344;tests/service.mjs;35;BON;Les couleurs, lueurs et animations sont lues en styles calculés sur le rendu réel, pas via la présence de classes.;extrait verifie ligne 35 : eval(CODE),;Rien à changer.;P3
CODE-345;tests/adminliv.mjs;44;BON;Les vraies fabriques de balisage d'app.js sont extraites et exécutées, avec des jeux de données couvrant validé, sans fiche et refusé.;extrait verifie ligne 44 : eval(CODE),;Rien à changer.;P3
CODE-346;tests/discuss.mjs;141;BON;Le refus serveur 409 est rejoué et l'assertion vérifie qu'on n'ouvre pas la discussion, l'interface n'ayant pas le dernier mot.;extrait verifie ligne 141 : T('AUCUN orderBy Firestore (pas d\'index composite requis)', r.orderBy===false),;Rien à changer.;P3
CODE-347;tests/detail.mjs;108;BON;Les deux rôles client et livreur sont parcourus par la même boucle, et les absences voulues sont assertées explicitement.;extrait verifie ligne 108 : T(' AUCUN code de remise en clair dans le bloc', !r.codeEnClair),;Rien à changer.;P3
CODE-348;tests/bulle.mjs;92;BON;Le coût au démarrage est mesuré par comptage d'appels réseau, et l'écart entre bulles voisines par géométrie réelle.;extrait verifie ligne 92 : T('AUCUN appel réseau de discussion avant le clic', appelsAvantClic===0, appelsA;Rien à changer.;P3
CODE-349;tests/espace.mjs;50;MOYEN;COURSES est passé au script d'initialisation mais son corps ne lit que PROFIL : argument transporté pour rien.;extrait verifie ligne 50 : }, {PROFIL,COURSES}),;Ne passer que PROFIL à addInitScript.;P3
CODE-350;tests/cards.mjs;48;BON;Deux favoris sont ajoutés avant d'ouvrir la page, faute de quoi l'assertion suivante passerait sur une liste vide.;extrait verifie ligne 48 : T('Favoris : 2 cartes réellement rendues (test non vide)', r && r.n===2, JSON.st;Rien à changer.;P3
CODE-351;tests/test-grid.mjs;73;BON;PAGE_SIZE est relu dans app.js à l'exécution et la puce de catégorie est choisie dans le DOM, avec préalable sur son clic.;extrait verifie ligne 73 : ok(Number.isFinite(PAGE_SIZE) && PAGE_SIZE > 0,;Rien à changer.;P3
CODE-352;tests/regression.mjs;47;BON;L'assertion retournée après renversement de spec protège désormais que le supplément coffret soit réel, pas seulement affiché.;extrait verifie ligne 47 : ok(prix.length>=2 && prix[1]>prix[0], 'le supplément coffret est RÉEL (sinon les;Rien à changer.;P3
CODE-353;tests/test-variant.mjs;93;BON;L'assertion ne dépend plus du rang d'un produit dans la grille paginée, seulement de l'invariant « jamais les deux versions ».;extrait verifie ligne 93 : ok(coffrets === 0, 'la grille n\'expose JAMAIS la version coffret d\'une paire —;Rien à changer.;P3
CODE-354;tests/test-variant-live.mjs;80;MOYEN;Le scénario de rafraîchissement API tardif est solide, mais tous les intitulés d'assertion sont en anglais alors que le reste du dossier est en français.;extrait verifie ligne 80 : ok(hit.ok, 'coffret button is the top element at its center (no overlay eating c;Traduire les intitulés pour que le catalogue de couverture reste homogène.;P2
CODE-355;tests/test-calc.mjs;47;BON;Le calculateur est branché sur le vrai module pricing-model via une fausse API locale, sans toucher à la base.;extrait verifie ligne 47 : ok(!(await pg.locator('#repriceGo').isDisabled()),'bouton Appliquer activé après;Rien à changer.;P3
CODE-356;tests/test-compta.mjs;33;BON;L'assertion est relative à l'état mesuré avant le clic, donc insensible au nombre de rappels au catalogue.;extrait verifie ligne 33 : ok(todoAfter===todoBefore-1,'un rappel passe à jour après clic'),;Rien à changer.;P3
CODE-357;tests/test-acc-ui.mjs;31;MOYEN;Le montant 360,00 est recopié dans l'assertion alors qu'il découle des jeux PAYS déclarés ligne 11 , toute retouche du jeu casse le test sans défaut réel.;extrait verifie ligne 31 : ok(/360,00/.test(rep),'CA TTC réel 360 € affiché'),;Calculer la somme attendue depuis PAYS au lieu de l'écrire en dur.;P3
CODE-358;tests/test-acc2.mjs;42;BON;L'ancrage sur le libellé « Frais Stripe » a été remplacé par le concept comptable, qui ne bouge pas avec l'interface.;extrait verifie ligne 42 : ok(/commission|frais de vente/i.test(rep), 'ligne commission d\'encaissement (ré;Rien à changer.;P3
CODE-359;tests/test-fisc.mjs;31;BON;Les alternatives de libellé sont acceptées, ce qui protège le concept sans figer une formulation.;extrait verifie ligne 31 : ok(/récupères|À RÉCUPÉRER|À REVERSER/.test(rep),'ligne TVA a recuperer/reverser';Rien à changer.;P3
CODE-360;tests/test-fisc2.mjs;25;MOYEN;Sept assertions s'ancrent sur des chaînes exactes de l'interface (« ZFANG », « 15 mars », « 10 ans »), exactement le défaut corrigé dans test-acc2.mjs.;extrait verifie ligne 25 : ok(await pg.locator('.fisc-card--done').count()>=1,'toggle fait -> carte marquee;Remplacer les ancrages textuels par des repères structurels ou des concepts fiscaux.;P2
CODE-361;tests/test-inv.mjs;38;BON;La facture est rendue par le vrai module invoice.js et l'identité vide produit un marqueur visible plutôt qu'un blanc.;extrait verifie ligne 38 : ok(/À COMPLÉTER/.test(iv),'identite vide -> [A COMPLETER]'),;Rien à changer.;P3
CODE-362;tests/accordE2E.mjs;126;BON;La requête capturée dans le navigateur est rejouée contre la vraie fonction serveur : aucun maillon n'est supposé.;extrait verifie ligne 126 : T(' ⚠️ elle DÉCLARE le rôle « client »', req && req.role==='client', 'role='+(re;Rien à changer.;P3
CODE-363;tests/plan7.mjs;142;BON;L'absence d'acceptation au premier clic est vérifiée sur les requêtes émises, pas sur l'état de l'interface.;extrait verifie ligne 142 : T('6· aucune acceptation envoyée à ce stade',;Rien à changer.;P3
CODE-364;outils/_orient.js;5;BAS;playwright n'est pas importé : la ligne 1 ne déstructure que RACINE, MODELES, POSTERS et travail , l'exécution lève ReferenceError (vérifié).;extrait verifie ligne 5 : const { chromium } = playwright(),;Ajouter playwright et optionsNavigateur à la déstructuration de _socle.cjs ligne 1.;P1
CODE-365;outils/_orient3d.js;4;BAS;Même ReferenceError vérifié : l'outil ne peut pas démarrer, alors que le README affirme que refaire un pack sans ces outils coûterait des jours.;extrait verifie ligne 4 : const {chromium}=playwright(),;Ajouter playwright à l'import du socle.;P1
